County,Registration Valid Date,Vehicle Name
Oakland,7/19/19,Tesla Model 3
Wayne,7/19/19,Ford C-Max Energi
Huron,7/19/19,Tesla Model 3
Oakland,7/19/19,Kia Niro Plug In
Ottawa,7/19/19,Tesla Model S
Wayne,7/19/19,Tesla Model 3
Macomb,7/19/19,Ford C-Max Energi
Washtenaw,7/19/19,Tesla Model 3
Oakland,7/19/19,Chevrolet Volt
Kalamazoo,7/19/19,Tesla Model S
Genesee,7/19/19,Chevrolet Volt
Washtenaw,7/19/19,Porsche Cayenne S E-Hybrid
Oakland,7/20/19,Cadillac ELR
Oakland,7/20/19,Ford C-Max Energi
Oakland,7/20/19,BMW i3
Ingham,7/20/19,Toyota Prius Prime
Washtenaw,7/19/19,Ford C-Max Energi
Oakland,7/19/19,Chevrolet Volt
Wayne,7/19/19,Ford C-Max Energi
Midland,7/19/19,Chevrolet Volt
Washtenaw,7/19/19,Chevrolet Volt
Washtenaw,7/19/19,Ford C-Max Energi
Washtenaw,7/19/19,Toyota Prius Plug-in
Barry,7/19/19,Chevrolet Volt
Shiawassee,7/19/19,Chevrolet Bolt EV
Oakland,7/19/19,Toyota Prius Prime
Washtenaw,7/19/19,Chevrolet Bolt EV
Washtenaw,7/19/19,Chevrolet Volt
Zip Code not in Source Sheet,7/19/19,Volvo XC60 Plug In
Washtenaw,7/19/19,Tesla Model 3
Oakland,7/19/19,Tesla Model 3
Grand Traverse,7/19/19,Tesla Model 3
Eaton,7/19/19,Ford C-Max Energi
Oakland,7/19/19,Ford Fusion Energi
Livingston,7/19/19,Ford C-Max Energi
Kent,7/19/19,Ford Fusion Energi
Charlevoix,7/19/19,Tesla Model S
Oakland,7/19/19,Chevrolet Volt
Macomb,7/19/19,Tesla Model 3
Wayne,7/19/19,Chevrolet Volt
Ingham,7/19/19,Chevrolet Volt
Ottawa,7/19/19,Tesla Model S
Livingston,7/19/19,Chevrolet Volt
Washtenaw,7/19/19,Chevrolet Volt
Wayne,7/19/19,Chevrolet Bolt EV
Wayne,7/19/19,Tesla Model 3
Zip Code not in Source Sheet,7/19/19,Chevrolet Volt
Huron,7/19/19,Chrysler Pacifica
Washtenaw,7/19/19,Chevrolet Volt
Monroe,7/19/19,Tesla Model S
Wayne,7/19/19,Ford C-Max Energi
Lapeer,7/19/19,Chevrolet Volt
Washtenaw,7/19/19,Ford C-Max Energi
Oakland,7/19/19,Chevrolet Bolt EV
Oakland,7/19/19,Chevrolet Volt
Macomb,7/20/19,Chrysler Pacifica
Kent,7/22/19,Tesla Model 3
Macomb,7/22/19,Chevrolet Volt
Oakland,7/22/19,Tesla Model S
Oakland,7/22/19,Volvo XC90 Plug In
Oakland,7/22/19,Toyota Prius Prime
Van Buren,7/22/19,Chevrolet Volt
Lapeer,7/22/19,Ford Fusion Energi
Oakland,7/22/19,Tesla Model X
Saginaw,7/22/19,GEM NEV
Oakland,7/22/19,Chevrolet Bolt EV
Hillsdale,7/22/19,Chevrolet Volt
Ingham,7/22/19,Tesla Model X
Macomb,7/22/19,Ford C-Max Energi
Zip Code not in Source Sheet,7/22/19,Smart forTwo EV
Calhoun,7/22/19,Tesla Model 3
Oakland,7/22/19,Chevrolet Volt
Kent,7/22/19,Chevrolet Volt
Wayne,7/22/19,Chevrolet Volt
Oakland,7/22/19,Tesla Model 3
Kent,7/22/19,Tesla Model 3
Saginaw,7/22/19,Ford Fusion Energi
Oakland,7/22/19,Tesla Model S
Livingston,7/22/19,Ford Fusion Energi
Washtenaw,7/22/19,Chevrolet Volt
Oakland,7/22/19,Ford C-Max Energi
Oakland,7/22/19,Ford C-Max Energi
Wayne,7/22/19,BMW i8
Wayne,7/22/19,Ford Fusion Energi
Eaton,7/22/19,Chevrolet Volt
Houghton,7/22/19,Ford Fusion Energi
Genesee,7/22/19,Tesla Model 3
Genesee,7/20/19,Ford C-Max Energi
Ingham,7/20/19,Tesla Model 3
Washtenaw,7/20/19,Nissan Leaf
Shiawassee,7/21/19,Chevrolet Volt
Wayne,7/21/19,Ford Fusion Energi
Oakland,7/21/19,Chevrolet Bolt EV
Kalamazoo,7/21/19,Chrysler Pacifica
Berrien,7/20/19,Tesla Model X
Oakland,7/20/19,Porsche Panamera S E-Hybrid
Oakland,7/20/19,Kia Niro Plug In
Saginaw,7/20/19,Chevrolet Volt
Kent,7/20/19,Kia Soul EV
Washtenaw,7/20/19,Chevrolet Bolt EV
Montcalm,7/20/19,Ford C-Max Energi
Genesee,7/20/19,Tesla Model 3
Oakland,7/21/19,Ford Fusion Energi
Van Buren,7/22/19,BMW 5-Series Plug in
Genesee,7/22/19,Mitsubishi Outlander Plug In
Lenawee,7/22/19,Tesla Model 3
Wayne,7/22/19,Ford Fusion Energi
Otsego,7/22/19,Kia Niro Plug In
Zip Code not in Source Sheet,7/22/19,Tesla Model S
Oakland,7/22/19,Tesla Model S
Washtenaw,7/21/19,Ford Fusion Energi
Antrim,7/21/19,Tesla Model S
Oakland,7/21/19,Chevrolet Bolt EV
Wayne,7/21/19,Chevrolet Volt
Oakland,7/21/19,Chevrolet Volt
Oakland,7/21/19,Cadillac ELR
Oakland,7/21/19,Chevrolet Volt
Monroe,7/21/19,Chevrolet Volt
Leelanau,7/19/19,Chevrolet Bolt EV
Clinton,7/17/19,Chevrolet Volt
Oakland,7/17/19,Chevrolet Volt
Ingham,7/17/19,Chevrolet Volt
Ottawa,7/17/19,Tesla Model S
Kent,7/17/19,Ford Fusion Energi
Oakland,7/17/19,Fiat 500e
Wayne,7/17/19,Tesla Model 3
Saginaw,7/17/19,Tesla Model X
Washtenaw,7/17/19,Tesla Model S
Oakland,7/17/19,Chevrolet Volt
Oakland,7/17/19,Chevrolet Volt
Ingham,7/17/19,Ford Fusion Energi
Macomb,7/17/19,Chevrolet Volt
Washtenaw,7/17/19,Chevrolet Volt
Oakland,7/17/19,Tesla Model 3
Wayne,7/17/19,Chevrolet Volt
Livingston,7/17/19,Tesla Model S
Clinton,7/17/19,Tesla Model S
Ottawa,7/17/19,Chevrolet Volt
Macomb,7/17/19,Chevrolet Volt
Oakland,7/17/19,Chevrolet Volt
Wayne,7/17/19,Chevrolet Volt
Oakland,7/17/19,Ford C-Max Energi
Genesee,7/17/19,Chevrolet Volt
Kent,7/17/19,Tesla Model 3
Washtenaw,7/17/19,Ford Fusion Energi
Calhoun,7/17/19,Ford Fusion Energi
Cass,7/17/19,Tesla Model S
Oakland,7/17/19,Ford C-Max Energi
Oakland,7/17/19,Tesla Roadster
Oakland,7/17/19,Chevrolet Volt
Cheboygan,7/17/19,BMW X5
Kent,7/17/19,Ford Fusion Energi
Oakland,7/17/19,Tesla Model 3
Washtenaw,7/17/19,Tesla Model 3
Oakland,7/17/19,Tesla Model 3
Wayne,7/17/19,Chevrolet Volt
Kent,7/17/19,Ford Focus EV
Oakland,7/17/19,BMW i3 REx
Macomb,7/17/19,Ford C-Max Energi
Oakland,7/17/19,Chevrolet Bolt EV
Oakland,7/17/19,Tesla Model 3
Oakland,7/17/19,Hyundai Sonata Plug In
Berrien,7/17/19,Ford Fusion Energi
Van Buren,7/17/19,Chevrolet Volt
Washtenaw,7/17/19,Ford Fusion Energi
Macomb,7/17/19,Tesla Model 3
Wayne,7/17/19,Honda Clarity Plug In
Wayne,7/17/19,Ford Fusion Energi
Kent,7/17/19,Chevrolet Volt
Ingham,7/17/19,Chevrolet Volt
Washtenaw,7/17/19,Chevrolet Bolt EV
Oakland,7/17/19,Tesla Model S
Oakland,7/17/19,Tesla Model 3
Van Buren,7/17/19,Nissan Leaf
Oakland,7/17/19,Tesla Model S
Berrien,7/17/19,Chrysler Pacifica
Kalamazoo,7/17/19,Tesla Model 3
Oakland,7/17/19,Chevrolet Bolt EV
Berrien,7/17/19,Tesla Model 3
Oakland,7/17/19,Ford C-Max Energi
Zip Code not in Source Sheet,7/17/19,Ford C-Max Energi
Wayne,7/17/19,Tesla Model 3
Macomb,7/18/19,Tesla Model 3
Leelanau,7/18/19,Toyota Prius Prime
Wayne,7/18/19,Ford Fusion Energi
Washtenaw,7/18/19,Chevrolet Volt
Oakland,7/18/19,Chevrolet Volt
Macomb,7/18/19,Ford Fusion Energi
Oakland,7/18/19,Ford Fusion Energi
Wayne,7/18/19,Chevrolet Volt
Ottawa,7/18/19,Chevrolet Volt
Genesee,7/18/19,Hyundai Sonata Plug In
Washtenaw,7/18/19,Tesla Model S
Midland,7/18/19,Toyota Prius Prime
Oakland,7/18/19,Tesla Model 3
Kent,7/18/19,Chrysler Pacifica
Oakland,7/18/19,Tesla Model S
Leelanau,7/18/19,BMW i3
Washtenaw,7/18/19,Tesla Model 3
Ottawa,7/18/19,Chevrolet Volt
Branch,7/18/19,Ford C-Max Energi
Kent,7/19/19,Tesla Model 3
Macomb,7/19/19,Tesla Model 3
Washtenaw,7/19/19,Chevrolet Volt
Calhoun,7/19/19,Chevrolet Volt
Zip Code not in Source Sheet,7/18/19,BMW 5-Series Plug in
Wayne,7/18/19,Ford Fusion Energi
Macomb,7/18/19,Tesla Model S
Oakland,7/18/19,Chevrolet Volt
Wayne,7/18/19,Audi e-tron
Oakland,7/18/19,Ford Focus EV
Oakland,7/18/19,Tesla Model 3
Midland,7/18/19,Chevrolet Volt
Oakland,7/18/19,Ford Fusion Energi
Oakland,7/18/19,Chevrolet Volt
Wayne,7/18/19,Ford Fusion Energi
Oakland,7/18/19,Tesla Model 3
Kent,7/18/19,Tesla Model X
Washtenaw,7/18/19,Nissan Leaf
Oakland,7/18/19,Tesla Model 3
Ottawa,7/18/19,Chevrolet Volt
Wayne,7/18/19,Tesla Model 3
Washtenaw,7/18/19,Chevrolet Volt
Lenawee,7/17/19,Chevrolet Volt
Washtenaw,7/18/19,Tesla Model S
Washtenaw,7/18/19,Ford Fusion Energi
Wayne,7/18/19,Tesla Model S
Oakland,7/18/19,Tesla Model X
Washtenaw,7/18/19,Nissan Leaf
Oakland,7/18/19,Chevrolet Volt
Lenawee,7/18/19,Tesla Model S
Muskegon,7/18/19,Toyota Prius Prime
Wayne,7/18/19,Chevrolet Volt
Kent,7/18/19,Chevrolet Volt
Midland,7/18/19,Tesla Model X
Wayne,7/18/19,Ford Fusion Energi
Grand Traverse,7/18/19,Ford C-Max Energi
Jackson,7/18/19,Chevrolet Volt
Oakland,7/18/19,Chevrolet Volt
Oakland,7/18/19,Ford Fusion Energi
Wayne,7/18/19,Chevrolet Volt
Eaton,7/18/19,Tesla Model 3
Oakland,7/18/19,Tesla Model 3
Washtenaw,7/18/19,Ford Fusion Energi
Oakland,7/22/19,Tesla Model S
Wayne,7/26/19,Ford C-Max Energi
Oakland,7/26/19,Tesla Model 3
Berrien,7/26/19,Tesla Model S
Oakland,7/26/19,Chevrolet Volt
Macomb,7/26/19,Tesla Model 3
Kent,7/26/19,Tesla Model 3
Allegan,7/26/19,Ford Focus EV
Washtenaw,7/26/19,Chevrolet Volt
Oakland,7/26/19,Chevrolet Bolt EV
Iosco,7/26/19,Tesla Model X
Muskegon,7/26/19,Tesla Model S
Oakland,7/26/19,Tesla Model 3
Livingston,7/26/19,Ford C-Max Energi
Macomb,7/26/19,Chevrolet Volt
Oakland,7/26/19,Tesla Model 3
Kalamazoo,7/26/19,Tesla Model X
Allegan,7/26/19,Tesla Model S
Antrim,7/26/19,GEM NEV
Washtenaw,7/26/19,Ford C-Max Energi
Washtenaw,7/26/19,Tesla Model X
Oakland,7/26/19,Tesla Model 3
Ingham,7/26/19,Tesla Model 3
Macomb,7/26/19,Ford C-Max Energi
Monroe,7/26/19,Fiat 500e
Wayne,7/26/19,Ford C-Max Energi
Macomb,7/26/19,Chevrolet Volt
Washtenaw,7/26/19,Tesla Model S
Oakland,7/26/19,Chevrolet Volt
Macomb,7/26/19,Chevrolet Volt
Ingham,7/26/19,Tesla Model 3
Ionia,7/26/19,Toyota Prius Prime
Kent,7/25/19,Tesla Model 3
Midland,7/25/19,Tesla Model 3
Montcalm,7/25/19,Mitsubishi Outlander Plug In
Kalamazoo,7/25/19,Tesla Model S
Lapeer,7/25/19,Chevrolet Volt
Zip Code not in Source Sheet,7/25/19,BMW X5
Menominee,7/25/19,Tesla Model 3
Wayne,7/25/19,Tesla Model 3
Kent,7/25/19,Ford C-Max Energi
Washtenaw,7/25/19,BMW i3 REx
Wayne,7/25/19,Chevrolet Volt
Genesee,7/25/19,Chevrolet Volt
Oakland,7/25/19,Tesla Model 3
Genesee,7/25/19,Chevrolet Volt
Alcona,7/25/19,Toyota Prius Plug-in
Oakland,7/25/19,Chevrolet Volt
Zip Code not in Source Sheet,7/26/19,Smart forTwo EV
Wayne,7/26/19,Kia Niro EV
Washtenaw,7/26/19,Chevrolet Volt
Kalamazoo,7/26/19,Nissan Leaf
Ingham,7/26/19,Chevrolet Volt
Kalamazoo,7/26/19,Chrysler Pacifica
Wayne,7/26/19,Audi e-tron
Macomb,7/25/19,Chevrolet Volt
Wayne,7/25/19,BMW 5-Series Plug in
Macomb,7/25/19,Ford C-Max Energi
Jackson,7/25/19,Chevrolet Bolt EV
Kent,7/25/19,Tesla Model 3
Oakland,7/25/19,Toyota Prius Prime
Wayne,7/25/19,Nissan Leaf
Oakland,7/25/19,Volkswagen e-Golf
Wayne,7/26/19,Chevrolet Volt
Berrien,7/28/19,Tesla Model S
Livingston,7/27/19,Chevrolet Bolt EV
Oakland,7/27/19,Chevrolet Volt
Oakland,7/28/19,Ford C-Max Energi
Oakland,7/28/19,Chevrolet Volt
Oakland,7/28/19,Ford Fusion Energi
Oakland,7/28/19,Tesla Model 3
Washtenaw,7/27/19,BMW i3
Mecosta,7/27/19,Chevrolet Bolt EV
Oakland,7/27/19,Nissan Leaf
Oakland,7/27/19,Tesla Model 3
Oakland,7/27/19,Tesla Model X
Oakland,7/27/19,Tesla Model X
Macomb,7/27/19,Chevrolet Volt
Zip Code not in Source Sheet,7/27/19,Fiat 500e
Macomb,7/28/19,Chevrolet Volt
Tuscola,7/29/19,Chevrolet Volt
Kent,7/29/19,Ford C-Max Energi
Oakland,7/29/19,Ford C-Max Energi
Wayne,7/29/19,Tesla Model S
Washtenaw,7/29/19,Chevrolet Volt
Emmet,7/29/19,Chevrolet Volt
Oakland,7/29/19,Ford Fusion Energi
Macomb,7/29/19,Tesla Model 3
Ingham,7/29/19,Tesla Model S
Kalamazoo,7/28/19,Tesla Model S
Macomb,7/28/19,Chevrolet Volt
Oakland,7/29/19,Tesla Model 3
Wayne,7/29/19,Chevrolet Volt
Wayne,7/29/19,Chevrolet Volt
Ottawa,7/29/19,Tesla Model 3
Kalamazoo,7/26/19,Tesla Model 3
Genesee,7/26/19,Chevrolet Bolt EV
Eaton,7/26/19,Chevrolet Volt
Ingham,7/26/19,Tesla Model X
Livingston,7/26/19,Chevrolet Volt
Wayne,7/26/19,Tesla Model 3
Kent,7/26/19,Ford C-Max Energi
Washtenaw,7/26/19,Tesla Model 3
Oakland,7/26/19,BMW 3-Series Plug in
Oakland,7/26/19,Chevrolet Volt
Genesee,7/26/19,Kia Niro Plug In
Shiawassee,7/26/19,Chevrolet Volt
Oakland,7/26/19,Chevrolet Volt
Oakland,7/26/19,Tesla Model S
Oakland,7/26/19,Mitsubishi i
Macomb,7/26/19,Chevrolet Volt
Macomb,7/27/19,Toyota Prius Plug-in
Van Buren,7/27/19,Ford C-Max Energi
Ingham,7/27/19,Tesla Model 3
Kent,7/27/19,Chevrolet Volt
Berrien,7/27/19,Tesla Model X
Zip Code not in Source Sheet,7/27/19,BMW 7-Series Plug in
Oakland,7/27/19,BMW i3 REx
Ingham,7/27/19,Chevrolet Volt
Eaton,7/26/19,Ford C-Max Energi
Livingston,7/26/19,Ford C-Max Energi
Saginaw,7/26/19,Chevrolet Volt
Oakland,7/26/19,Fisker Karma
Oakland,7/27/19,Chevrolet Volt
Macomb,7/26/19,Chevrolet Volt
Oakland,7/26/19,Tesla Model X
Wayne,7/25/19,Ford C-Max Energi
Kent,7/23/19,Chevrolet Volt
Oakland,7/23/19,Chrysler Pacifica
Wayne,7/23/19,Ford C-Max Energi
Oakland,7/23/19,Ford C-Max Energi
Allegan,7/23/19,Chrysler Pacifica
Monroe,7/23/19,Chevrolet Volt
Kent,7/23/19,BMW i3 REx
Oakland,7/23/19,Chevrolet Bolt EV
Oakland,7/23/19,Chevrolet Volt
Midland,7/23/19,Porsche Cayenne S E-Hybrid
Wayne,7/23/19,Chevrolet Volt
Washtenaw,7/23/19,Ford C-Max Energi
Berrien,7/23/19,Chevrolet Volt
Oakland,7/23/19,Chevrolet Volt
Wayne,7/23/19,Tesla Model 3
Oakland,7/23/19,Nissan Leaf
Kent,7/23/19,Ford C-Max Energi
Oakland,7/23/19,Chevrolet Volt
Livingston,7/23/19,Toyota Prius Prime
Monroe,7/23/19,Ford Fusion Energi
Washtenaw,7/23/19,Nissan Leaf
Genesee,7/23/19,BMW i8
Zip Code not in Source Sheet,7/23/19,Mitsubishi i
Macomb,7/23/19,Chevrolet Volt
Kent,7/23/19,Nissan Leaf
Genesee,7/23/19,Mitsubishi Outlander Plug In
Oakland,7/23/19,Chevrolet Volt
Oakland,7/23/19,Chevrolet Bolt EV
Washtenaw,7/23/19,Tesla Model X
Wayne,7/23/19,Chevrolet Volt
Allegan,7/23/19,BMW i3
Alpena,7/22/19,Chevrolet Volt
Oakland,7/22/19,Tesla Model S
Isabella,7/22/19,Toyota Prius Prime
Ionia,7/22/19,Ford Fusion Energi
Zip Code not in Source Sheet,7/23/19,Honda Clarity Plug In
Washtenaw,7/23/19,Chevrolet Volt
Jackson,7/22/19,Ford Fusion Energi
Livingston,7/22/19,Ford Fusion Energi
Wayne,7/22/19,Ford Fusion Energi
Wayne,7/22/19,Ford Fusion Energi
Oakland,7/22/19,Ford Fusion Energi
Kalamazoo,7/22/19,Chevrolet Bolt EV
Washtenaw,7/22/19,Ford C-Max Energi
Oakland,7/22/19,Chevrolet Volt
Wayne,7/22/19,Ford C-Max Energi
Macomb,7/23/19,Nissan Leaf
Macomb,7/23/19,Ford Focus EV
Wayne,7/23/19,Chevrolet Volt
Oakland,7/23/19,BMW i3
Oakland,7/23/19,Chevrolet Volt
Washtenaw,7/23/19,Chevrolet Volt
Oakland,7/23/19,Ford Fusion Energi
Ingham,7/23/19,Chevrolet Volt
Macomb,7/23/19,Nissan Leaf
Macomb,7/23/19,Ford C-Max Energi
Benzie,7/23/19,Tesla Model X
Oakland,7/23/19,Chevrolet Volt
Ottawa,7/23/19,Kia Niro Plug In
Oakland,7/23/19,Ford C-Max Energi
Wayne,7/23/19,Chevrolet Volt
Wayne,7/23/19,Tesla Model 3
Leelanau,7/23/19,Ford Fusion Energi
Oakland,7/25/19,Chevrolet Volt
Wayne,7/25/19,Tesla Model S
Wayne,7/25/19,Tesla Model 3
Muskegon,7/25/19,Nissan Leaf
Wayne,7/25/19,Ford C-Max Energi
Oakland,7/25/19,Tesla Model 3
Monroe,7/25/19,Tesla Model 3
Washtenaw,7/25/19,Toyota Prius Prime
Oakland,7/24/19,Tesla Model S
Wayne,7/24/19,Chrysler Pacifica
Oakland,7/24/19,Ford C-Max Energi
Oakland,7/25/19,Chevrolet Volt
Oakland,7/25/19,Tesla Model 3
Washtenaw,7/25/19,Tesla Model 3
Oakland,7/25/19,Ford Fusion Energi
Jackson,7/25/19,Ford C-Max Energi
Monroe,7/25/19,Ford Fusion Energi
Wayne,7/25/19,Chevrolet Volt
Kalamazoo,7/25/19,Chevrolet Volt
Washtenaw,7/25/19,Honda Clarity Plug In
Muskegon,7/25/19,Nissan Leaf
Zip Code not in Source Sheet,7/25/19,Ford C-Max Energi
Wayne,7/25/19,Tesla Model 3
Kent,7/25/19,Chevrolet Volt
Oakland,7/25/19,Chevrolet Volt
Washtenaw,7/25/19,Tesla Model 3
Leelanau,7/25/19,Mini Countryman Plug In
Livingston,7/25/19,Tesla Model S
Oakland,7/25/19,Chevrolet Volt
Ingham,7/25/19,Tesla Model 3
Washtenaw,7/25/19,Chevrolet Bolt EV
Oakland,7/24/19,Tesla Model S
Wayne,7/24/19,Ford Fusion Energi
Mackinac,7/24/19,Chevrolet Volt
Wayne,7/24/19,Tesla Model X
Livingston,7/24/19,BMW 5-Series Plug in
Oakland,7/24/19,Tesla Model X
Oakland,7/24/19,Tesla Model 3
Washtenaw,7/24/19,BMW i3 REx
Genesee,7/24/19,Chevrolet Volt
Oakland,7/24/19,Chevrolet Volt
Oakland,7/24/19,Tesla Model 3
Wayne,7/24/19,Ford Fusion Energi
Jackson,7/24/19,Ford C-Max Energi
Wayne,7/24/19,Tesla Model 3
Oakland,7/24/19,Ford C-Max Energi
Oakland,7/24/19,Tesla Model 3
Washtenaw,7/24/19,Cadillac ELR
Kent,7/24/19,Chrysler Pacifica
Wayne,7/24/19,Chevrolet Volt
Livingston,7/24/19,Ford C-Max Energi
Emmet,7/24/19,Tesla Model S
St. Clair,7/24/19,Chevrolet Volt
Washtenaw,7/24/19,Ford C-Max Energi
Kalamazoo,7/24/19,Chevrolet Bolt EV
Oakland,7/24/19,Chevrolet Bolt EV
Wayne,7/24/19,Ford C-Max Energi
Kent,7/24/19,Chevrolet Volt
Kent,7/24/19,Chevrolet Volt
Oakland,7/24/19,Chevrolet Volt
Oakland,7/24/19,BMW X5
Oakland,7/24/19,Chevrolet Volt
Oakland,6/26/19,Chrysler Pacifica
Wayne,5/28/19,Ford C-Max Energi
Wayne,5/28/19,Chevrolet Volt
Wayne,5/28/19,Ford C-Max Energi
Zip Code not in Source Sheet,5/28/19,Mini Countryman Plug In
Zip Code not in Source Sheet,5/28/19,Tesla Model S
Wayne,5/28/19,Tesla Model X
Calhoun,5/28/19,Chevrolet Volt
Wayne,5/28/19,Chevrolet Volt
Oakland,5/28/19,Tesla Model X
Oakland,5/28/19,Chevrolet Volt
Oakland,5/28/19,Chevrolet Volt
Oakland,5/28/19,Tesla Model 3
Washtenaw,5/28/19,Chevrolet Volt
Ingham,5/28/19,BMW 5-Series Plug in
Oakland,5/28/19,Cadillac ELR
Wayne,5/28/19,Ford C-Max Energi
Washtenaw,5/28/19,Chevrolet Volt
Dickinson,5/28/19,Ford C-Max Energi
Zip Code not in Source Sheet,5/28/19,Honda Clarity Plug In
Oakland,5/28/19,Ford Fusion Energi
Ottawa,5/28/19,Toyota Prius Prime
Kent,5/28/19,Chevrolet Volt
Genesee,5/28/19,GEM NEV
Macomb,5/28/19,Chevrolet Volt
Wayne,5/28/19,Chevrolet Bolt EV
Oakland,5/28/19,Chevrolet Volt
Saginaw,5/28/19,Ford Fusion Energi
Oakland,5/28/19,Tesla Model S
Oakland,5/28/19,Tesla Model X
Macomb,5/28/19,Chevrolet Volt
Clinton,5/28/19,Tesla Model 3
Washtenaw,5/27/19,Tesla Model 3
Kent,5/27/19,Chevrolet Volt
Jackson,5/26/19,BMW X5
Oakland,5/27/19,Ford Fusion Energi
Macomb,5/27/19,Ford C-Max Energi
Washtenaw,5/27/19,Ford C-Max Energi
Wayne,5/27/19,Tesla Model X
Kent,5/26/19,Honda Clarity Plug In
Oakland,5/26/19,Chevrolet Volt
Livingston,5/26/19,Chevrolet Volt
Ingham,5/26/19,Chevrolet Bolt EV
Washtenaw,5/26/19,Volvo XC60 Plug In
Wayne,5/26/19,Chevrolet Volt
Wayne,5/26/19,Ford C-Max Energi
Lenawee,5/26/19,Ford C-Max Energi
Oakland,5/27/19,Chevrolet Volt
Berrien,5/28/19,Ford Fusion Energi
Kent,5/28/19,Chevrolet Volt
Kalamazoo,5/28/19,Tesla Model 3
Ingham,5/28/19,Chevrolet Volt
Wayne,5/28/19,Ford Fusion Energi
Wayne,5/28/19,Ford Fusion Energi
Wayne,5/28/19,Chevrolet Volt
St. Clair,5/28/19,Ford C-Max Energi
Bay,5/27/19,Toyota Prius Prime
Oakland,5/27/19,Cadillac ELR
Oakland,5/27/19,Chevrolet Volt
Oakland,5/27/19,Chevrolet Volt
Oakland,5/28/19,Tesla Model 3
Oakland,5/28/19,Chevrolet Bolt EV
Oakland,5/28/19,Ford Fusion Energi
Macomb,5/28/19,Ford C-Max Energi
Washtenaw,5/29/19,Toyota Prius Prime
Kent,5/29/19,Audi e-tron
Wayne,5/29/19,Chevrolet Volt
Eaton,5/29/19,Nissan Leaf
Kalamazoo,5/29/19,Ford Fusion Energi
Wayne,5/29/19,Ford C-Max Energi
Oakland,5/29/19,Toyota Prius Prime
Allegan,5/29/19,Chevrolet Volt
Macomb,5/29/19,Chevrolet Volt
Macomb,5/29/19,Tesla Model S
Oakland,5/29/19,Tesla Model 3
Oakland,5/29/19,Tesla Model 3
Genesee,5/29/19,Chevrolet Volt
Oakland,5/29/19,Chevrolet Volt
Oakland,5/29/19,BMW i3
Oakland,5/29/19,Chevrolet Volt
Wayne,5/29/19,Ford Fusion Energi
Macomb,5/29/19,Chevrolet Volt
Genesee,5/29/19,Chevrolet Volt
Ottawa,5/29/19,Tesla Model 3
Kent,5/29/19,Tesla Model 3
Oakland,5/29/19,Honda Clarity Plug In
Kent,5/29/19,Chevrolet Volt
Oakland,5/29/19,Tesla Model 3
Oakland,5/29/19,Honda Clarity Plug In
Oakland,5/29/19,Tesla Model S
Washtenaw,5/29/19,Chevrolet Bolt EV
Macomb,5/29/19,Chevrolet Volt
Oakland,5/29/19,Tesla Model 3
Zip Code not in Source Sheet,5/29/19,BMW i3 REx
Clinton,5/29/19,Chevrolet Volt
Macomb,5/28/19,Chevrolet Volt
Oakland,5/28/19,Chevrolet Volt
Oakland,5/28/19,Tesla Model S
Oakland,5/28/19,Ford Fusion Energi
Oakland,5/28/19,Ford Fusion Energi
Washtenaw,5/28/19,Tesla Model 3
Washtenaw,5/28/19,Ford Fusion Energi
Oakland,5/28/19,Chevrolet Volt
Wayne,5/28/19,Chevrolet Volt
Kent,5/28/19,Ford Fusion Energi
Washtenaw,5/28/19,Ford Fusion Energi
St. Clair,5/28/19,Chevrolet Volt
Montcalm,5/28/19,Chevrolet Volt
Oakland,5/28/19,Chevrolet Volt
Oakland,5/28/19,Tesla Model S
Zip Code not in Source Sheet,5/28/19,Chevrolet Volt
Oakland,5/29/19,Chevrolet Volt
Lenawee,5/29/19,Ford Fusion Energi
Washtenaw,5/29/19,Tesla Model S
Eaton,5/29/19,Tesla Model S
Oakland,5/29/19,Chevrolet Volt
Bay,5/29/19,Chevrolet Volt
Wayne,5/29/19,Tesla Model 3
Wayne,5/29/19,Ford Fusion Energi
Oakland,5/28/19,Tesla Model 3
Oakland,5/28/19,Tesla Model X
Calhoun,5/28/19,Chevrolet Bolt EV
Roscommon,5/28/19,Tesla Model S
Oakland,5/29/19,Porsche Cayenne S E-Hybrid
Oakland,5/29/19,Tesla Model 3
Kalamazoo,5/28/19,Tesla Model 3
Washtenaw,5/26/19,Ford C-Max Energi
Charlevoix,5/24/19,GEM NEV
Oakland,5/24/19,Ford C-Max Energi
Wayne,5/23/19,Tesla Model 3
Oakland,5/24/19,Chevrolet Volt
Washtenaw,5/24/19,Chevrolet Volt
Monroe,5/24/19,Ford C-Max Energi
Washtenaw,5/24/19,BMW 3-Series Plug in
Oakland,5/23/19,Chevrolet Volt
Oakland,5/23/19,Ford C-Max Energi
Kent,5/23/19,Ford C-Max Energi
Oakland,5/23/19,Tesla Model X
Oakland,5/23/19,BMW i3 REx
Ingham,5/23/19,Chevrolet Volt
Kent,5/23/19,GEM NEV
Newaygo,5/23/19,Chevrolet Volt
Delta,5/24/19,Nissan Leaf
Eaton,5/24/19,Ford C-Max Energi
Ottawa,5/24/19,Chevrolet Volt
Livingston,5/24/19,Chrysler Pacifica
Van Buren,5/24/19,Chevrolet Volt
Kent,5/24/19,Tesla Model 3
Oakland,5/24/19,Chevrolet Volt
Oakland,5/24/19,Tesla Model 3
Lapeer,5/24/19,Chevrolet Volt
